"S.c","I.c","R.c","S.m","I.m","R.m","V7","V8","V9"
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21,5.18470613302959e+21
5.18470613302959e+21,5.18470613302959e+21,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1.87795627641341e+24,2.15585389330753e+24,7.05617138096802e+23,1.95242541348551e+24,2.15018065492134e+24,2.57815366749238e+24
2.3734101885924e+24,1.55690346579449e+24,2.42664492480897e+24,1.33454127110443e+24,2.88563944131161e+23,1.67678992110701e+24,7.07473858861358e+23,7.2694691666456e+23,2.40145837152041e+24
6.94593059075376e+23,5.93285981052559e+23,2.38558949965775e+24,7.02363172186601e+23,2.4806708817615e+24,2.40469550816989e+24,8.10116296852345e+23,1.69339380462372e+24,2.38344066432113e+24
7.40124222944089e+23,7.1105165872146e+23,1.82179807235932e+24,7.20423179952691e+23,2.59704755039006e+23,1.70712979437269e+24,4.33591848114614e+23,1.71822344005934e+24,2.54797695047714e+24
2.27287093003444e+24,4.6818539197106e+23,1.86635309006375e+24,6.50872704798147e+23,2.24010003330441e+24,1.11228173662373e+24,3.17608142935144e+23,1.62301554582851e+24,2.52251672168861e+24
9.70717052456973e+23,2.18100396845672e+24,4.56527817486299e+23,1.29103647835826e+24,1.82427766054702e+24,1.1907717646684e+24,2.51894447620555e+24,7.03728556735345e+23,5.32410351251643e+23
2.44507439243459e+24,2.4421220422876e+24,1.09900143771219e+24,1.94309252677746e+24,6.11133091099309e+23,1.90852650936042e+24,1.63498690285838e+24,2.0704208984014e+24,2.20532650141951e+24
2.58263977455605e+24,9.82190113378372e+23,1.91179978112511e+24,1.95016564457521e+24,2.3055027913111e+24,1.85830741438428e+24,1.34648898932936e+24,1.34597892122724e+24,1.2245348679692e+24
5.68331563176042e+23,1.14380550249117e+24,1.46290528983433e+24,2.44655340585003e+24,3.10065276159431e+23,2.21713370030599e+24,7.65158756321633e+23,2.34126698942146e+24,1.98962350546052e+24
1.28152629621388e+24,9.04024700581962e+23,2.12752990519343e+24,1.62080112461597e+24,2.86953871104881e+23,1.45452370776105e+24,1.4177264043055e+24,3.15326124820221e+23,2.25787873659978e+24
9.36727453229847e+23,2.07778174115356e+24,1.12284522830536e+24,1.09274240051996e+24,2.26920768906197e+24,8.42225996659706e+23,2.06955359966441e+24,2.24255313397704e+24,1.21673387825215e+24
1.35045736674591e+24,6.56031355088186e+23,8.45588170342697e+23,5.49766273572674e+23,2.2035366174886e+24,3.21902283355428e+23,2.20127627291365e+24,1.66782122593798e+24,9.64662225229387e+23
2.15735392799701e+24,1.62656631867601e+24,2.3173159351035e+24,8.80861549439335e+23,2.58834603829146e+24,2.06739414731498e+24,2.08844960901006e+24,1.38500170867824e+24,2.37959314762822e+24
5.57585777407833e+23,2.08167527357389e+24,1.3164217544928e+24,2.53588093829562e+24,2.47332076967164e+24,2.53878881202947e+24,1.47622454380384e+24,1.4962283507713e+24,1.23355062953769e+24
9.99615518804697e+23,1.19917504993557e+24,2.17672253304474e+24,1.993495761019e+24,2.52125715137743e+24,2.43948704405714e+24,3.24648478067809e+23,1.45813829908568e+24,2.01765799782196e+24
2.96340482255443e+23,1.29321680654671e+24,6.28799049792875e+23,1.75384684223599e+24,1.86366091117181e+24,6.80271291419205e+23,5.47797057053816e+23,1.6074704105819e+24,1.77001674376518e+24
7.85780137768051e+23,2.09879260031742e+24,2.13142734903263e+24,1.96732291361682e+24,1.09449577080004e+24,1.67491112955126e+24,1.75949584481758e+24,3.61384353173272e+23,2.11738983334808e+24
1.8083989409892e+24,4.25614228724044e+23,2.035313916589e+24,2.43264755592711e+24,2.84080858130334e+23,1.2742995901551e+24,9.4832197270026e+23,1.16939816510465e+24,1.06225923979532e+24
2.65778158366259e+23,2.19799398257356e+24,5.0173732392722e+23,1.88218207553559e+24,1.7881672762977e+24,1.92373332345054e+24,4.1365465540945e+23,2.0577181394508e+24,1.91892533371453e+24
9.35433136132086e+23,1.15491145680567e+24,2.13600758237602e+24,4.94394105185406e+23,1.33956967489684e+24,1.16428685642085e+24,1.66508717573163e+24,1.04777408544174e+24,5.31574431777266e+23
2.41814941815507e+24,6.62941421604336e+23,7.71592182326141e+23,4.58153935278623e+23,5.29585415747217e+23,1.06826588906065e+24,1.85151739468817e+24,2.23353497343678e+24,6.70721607577594e+23
1.93327176049736e+24,5.61085126297495e+23,5.04271807900653e+23,1.27881490205776e+24,2.35519089257071e+24,2.29342498278585e+24,5.63566732235123e+23,1.44574103245102e+24,9.29534427469186e+23
1.02754252209036e+24,1.18855608659114e+24,1.99890329451437e+24,3.84289640871389e+23,2.54263201785931e+24,2.3814281186671e+24,8.27085738104774e+23,2.16692783984748e+24,8.50242585672555e+23
2.22536706037561e+24,1.43384822722108e+24,2.78094870074586e+23,1.01748888688268e+24,1.52796057490474e+24,2.1680535483711e+24,5.76658206443183e+23,2.46796988273006e+24,1.67243576655575e+24
2.24796438915222e+24,7.33304342876689e+23,2.51516242043571e+24,2.29625913776304e+24,1.07835868766091e+24,2.57170248294062e+24,7.9103685978895e+23,1.97835916844848e+24,9.20358814033434e+23
1.50929633611491e+24,8.44279380315286e+23,1.39024133717048e+24,2.99021407611758e+23,6.90765099297543e+23,2.92600036079239e+23,1.25359718222064e+24,6.08243082044572e+23,1.55488422224236e+24
8.34251859480157e+23,2.52783364951885e+24,2.48911535941095e+24,7.48229831306108e+23,8.32581051384557e+23,1.42304260003693e+24,2.00917780087691e+24,1.87885085368643e+24,2.5744218381077e+24
4.24176868768464e+23,1.59322040060295e+24,6.25521220561648e+23,1.57977975328238e+24,5.87194148475194e+23,1.20275142439436e+24,2.12262752709679e+24,1.50184088882827e+24,4.48923683814022e+23
1.63165863415092e+24,2.17810920375908e+24,2.05916797613189e+24,1.55289943796607e+24,4.60760084310585e+23,1.63093809909979e+24,1.0305760029196e+24,7.96257318850761e+23,1.83078717720202e+24
1.96953339417649e+24,6.33979736406177e+23,1.54468359995937e+24,2.53170974365348e+24,1.83748446130027e+24,1.33144562850462e+24,4.72197115230095e+23,2.46417943401985e+24,2.1930622403888e+24
4.44849778767267e+23,3.6571633367132e+23,2.26151811983338e+24,8.90498777864114e+23,6.58801963093514e+23,8.188957300921e+23,2.57128504022979e+24,4.4680168854201e+23,1.95447387542022e+24
8.35580230148924e+23,2.36358820595179e+24,3.86727632635849e+23,1.05342229526896e+24,2.36678495282139e+24,1.17567433627868e+24,1.05504489334898e+24,8.19998698119025e+23,1.68005800295921e+24
4.64686842451655e+23,4.30674234163015e+23,2.70918113266321e+23,1.04910345913878e+24,9.90783837078633e+23,9.11513233892918e+23,2.33116919257076e+24,1.74283730408002e+24,1.89114014404151e+24
2.7560571297832e+23,8.7927274931536e+23,2.35795176395713e+24,2.28088821983374e+24,2.1405596428586e+24,2.66938816606567e+23,8.87710493461812e+23,6.19116661011073e+23,7.12027927121407e+23
1.92949947811869e+24,2.00342205539212e+24,3.79774460860698e+23,1.96123493603881e+24,1.42812555952267e+24,1.66335634029825e+24,2.12539328845714e+24,1.29798050934191e+24,1.60871497276712e+24
1.85642887272718e+24,2.48485017395382e+24,2.25636145391503e+24,2.300075356362e+24,2.33444865657002e+24,1.42982174290726e+24,2.51727749875399e+24,1.52540352413288e+24,1.65223896430808e+24
1.54866765876439e+24,1.17990777587812e+24,1.69503180195881e+24,2.44777450474022e+24,1.07369038911104e+24,8.23332000305906e+23,1.90095761923649e+24,3.14894956746788e+23,2.51239389952033e+24
8.69057327044379e+23,2.49186706539633e+24,2.17208736407413e+24,1.88543490395124e+24,1.00965680318166e+24,1.03903383840008e+24,1.57374283937231e+24,2.00160067439889e+24,8.58976782462478e+23
1.11519936786932e+24,6.00840030275237e+23,1.86963804750801e+24,6.12462632077547e+23,1.4881389788602e+24,1.84702484913956e+24,1.50724886104492e+24,6.77026497322242e+23,1.83574014484522e+24
