"S.c","I.c","R.c","S.m","I.m","R.m","V7","V8","V9"
5.92680964510887e+22,2.58643361309342e+23,1.25759809958575e+23,3.50769368447199e+23,3.72732182234361e+23,1.36054258283841e+23,1.09559411410763e+23,3.21494082116379e+23,3.54003348753036e+23
1.5715602755361e+23,4.19758520063485e+23,4.26285469806526e+23,3.93464582723363e+23,2.18899154160009e+23,3.34982225910252e+23,3.51899168963517e+23,7.22768706346545e+22,4.23477966669617e+23
3.61679788197839e+23,8.51228457448088e+22,4.070627833178e+23,4.86529511185421e+23,5.68161716260668e+22,2.54859918031021e+23,1.89664394540052e+23,2.33879633020931e+23,2.12451847959065e+23
5.31556316732517e+22,4.39598796514712e+23,1.00347464785444e+23,3.76436415107119e+23,3.57633455259541e+23,3.84746664690108e+23,8.27309310818901e+22,4.11543627890159e+23,3.83785066742905e+23
1.87086627226417e+23,2.30982291361135e+23,4.27201516475204e+23,9.88788210370811e+22,2.67913934979368e+23,2.32857371284171e+23,3.33017435146326e+23,2.09554817088348e+23,1.06314886355453e+23
4.83629883631016e+23,1.32588284320868e+23,1.54318436465228e+23,9.16307870557247e+22,1.05917083149443e+23,2.1365317781213e+23,3.70303478937635e+23,4.46706994687355e+23,1.34144321515519e+23
3.86654352099472e+23,1.12217025259499e+23,1.00854361580131e+23,2.55762980411552e+23,4.71038178514142e+23,4.58684996557169e+23,1.12713346447025e+23,2.89148206490205e+23,1.85906885493837e+23
2.05508504418071e+23,2.37711217318229e+23,3.99780658902874e+23,7.68579281742778e+22,5.0852640357186e+23,4.7628562373342e+23,1.65417147620955e+23,4.33385567969495e+23,1.70048517134511e+23
4.45073412075121e+23,2.86769645444216e+23,5.56189740149172e+22,2.03497777376535e+23,3.05592114980949e+23,4.33610709674219e+23,1.15331641288636e+23,4.93593976546013e+23,3.34487153311149e+23
4.49592877830445e+23,1.46660868575337e+23,5.03032484087141e+23,4.59251827552607e+23,2.15671737532182e+23,5.14340496588123e+23,1.5820737195779e+23,3.95671833689697e+23,1.84071762806686e+23
3.01859267222982e+23,1.68855876063057e+23,2.78048267434097e+23,5.98042815223517e+22,1.38153019859509e+23,5.85200072158478e+22,2.50719436444127e+23,1.21648616408915e+23,3.10976844448473e+23
1.66850371896032e+23,5.0556672990377e+23,4.97823071882192e+23,1.49645966261222e+23,1.66516210276911e+23,2.84608520007385e+23,4.01835560175382e+23,3.75770170737285e+23,5.1488436762154e+23
8.48353737536925e+22,3.18644080120589e+23,1.25104244112329e+23,3.15955950656476e+23,1.17438829695039e+23,2.40550284878872e+23,4.24525505419357e+23,3.00368177765655e+23,8.97847367628046e+22
3.26331726830184e+23,4.35621840751815e+23,4.11833595226379e+23,3.10579887593214e+23,9.2152016862117e+22,3.26187619819957e+23,2.0611520058392e+23,1.59251463770153e+23,3.66157435440404e+23
3.93906678835297e+23,1.26795947281235e+23,3.08936719991875e+23,5.06341948730696e+23,3.67496892260054e+23,2.66289125700925e+23,9.44394230460191e+22,4.92835886803972e+23,4.3861244807776e+23
8.89699557534532e+22,7.31432667342638e+22,4.52303623966675e+23,1.78099755572823e+23,1.31760392618703e+23,1.6377914601842e+23,5.14257008045958e+23,8.9360337708402e+22,3.90894775084043e+23
1.67116046029785e+23,4.72717641190357e+23,7.73455265271697e+22,2.10684459053792e+23,4.73356990564278e+23,2.35134867255736e+23,2.11008978669797e+23,1.63999739623805e+23,3.36011600591841e+23
9.29373684903311e+22,8.61348468326032e+22,5.41836226532641e+22,2.09820691827755e+23,1.98156767415726e+23,1.82302646778584e+23,4.66233838514151e+23,3.48567460816004e+23,3.78228028808302e+23
5.51211425956642e+22,1.75854549863072e+23,4.71590352791427e+23,4.5617764396675e+23,4.2811192857172e+23,5.33877633213135e+22,1.77542098692363e+23,1.23823332202215e+23,1.42405585424281e+23
3.85899895623739e+23,4.00684411078426e+23,7.59548921721396e+22,3.92246987207762e+23,2.85625111904535e+23,3.32671268059649e+23,4.25078657691428e+23,2.59596101868382e+23,3.21742994553423e+23
3.71285774545434e+23,4.96970034790765e+23,4.51272290783006e+23,4.60015071272399e+23,4.66889731314005e+23,2.85964348581453e+23,5.03455499750798e+23,3.05080704826577e+23,3.30447792861617e+23
3.09733531752879e+23,2.35981555175624e+23,3.39006360391762e+23,4.89554900948045e+23,2.14738077822208e+23,1.64666400061181e+23,3.80191523847298e+23,6.29789913493577e+22,5.02478779904067e+23
1.73811465408876e+23,4.98373413079265e+23,4.34417472814827e+23,3.77086980790247e+23,2.01931360636331e+23,2.07806767680016e+23,3.14748567874463e+23,4.00320134879777e+23,1.71795356492496e+23
2.23039873573864e+23,1.20168006055047e+23,3.73927609501603e+23,1.2249252641551e+23,2.9762779577204e+23,3.69404969827912e+23,3.01449772208984e+23,1.35405299464449e+23,3.67148028969044e+23
1.04723779921851e+23,4.23220452644391e+23,1.91405895263609e+23,3.13901964623874e+23,2.77480868608772e+23,3.14456856049063e+23,1.21021154567031e+23,3.13379117164828e+23,2.29890595342616e+23
1.78985038693183e+23,1.35182619390556e+23,1.03220445928202e+23,5.00672228641921e+23,1.79394332952682e+23,1.94237789369783e+23,7.02668044328151e+22,4.05582193525512e+23,3.53417160766759e+23
4.47784384171426e+23,2.97142414941535e+23,1.04054854167087e+23,3.29246325000462e+23,3.33929114478531e+23,2.80327634588394e+23,2.61094680439562e+23,1.28302747714016e+23,4.85823575894494e+23
4.52793358241313e+23,4.58952458205077e+23,3.95281056480732e+23,1.08724654326778e+23,3.84377291360404e+23,2.81437062483627e+23,4.44249709644528e+23,4.26583426590803e+23,1.7088983222658e+23
1.74538936646707e+23,7.84347778668372e+22,2.2156042897597e+23,2.11846315366526e+23,4.64908949727539e+23,2.89374545709686e+23,7.38273814619389e+22,2.30409977289592e+23,2.08333773494822e+23
3.68113253715287e+23,3.17326012635452e+23,2.16509102971184e+23,3.62613541168372e+23,7.24988382817294e+22,2.60379515115976e+23,1.28401181131185e+23,4.97125497200279e+23,3.27923030932461e+23
2.49796241525688e+23,2.01002607562302e+23,4.14468663278384e+23,4.54339562956207e+23,4.68820167672483e+23,4.42121096045139e+23,2.37299374947823e+23,3.16161932563392e+23,1.1687242913839e+23
3.23192552465947e+23,2.31474158466263e+23,4.07628670403741e+23,3.29733820695717e+23,3.49104653663511e+23,1.33449512828079e+23,5.10723222370576e+23,4.95981340721047e+23,3.25201336221684e+23
1.88119536625277e+23,4.09161997297193e+23,6.07604057694484e+22,3.6573077345227e+23,4.99198516110943e+23,1.02593559159301e+23,4.4900101318539e+23,2.76611075566397e+23,5.01523452190743e+23
2.9567439296841e+23,7.07278460790178e+22,3.62762856775189e+23,3.69651567604713e+23,3.20010818683759e+23,2.93206305269517e+23,1.15193066155997e+23,5.13470566217554e+23,1.25111347022123e+23
1.83709199422745e+23,2.24351089172426e+23,3.04295928431161e+23,4.08218636821356e+23,4.82592664701599e+23,3.51193526025931e+23,1.95677748440624e+23,4.73727938367712e+23,1.5763617118649e+23
8.69638786679694e+22,4.3294214333358e+23,6.79290181762138e+22,4.12315423805951e+23,1.39727271001109e+23,1.52483559358979e+23,9.59192050098774e+22,3.52837381530253e+23,2.10176855030048e+23
3.00738809182983e+23,1.23671074629162e+23,1.85271547230977e+23,2.15419270847757e+23,1.80508572195236e+23,4.65647283080269e+23,2.65868894624687e+23,2.27942069488429e+23,2.79090940210183e+23
1.97131105879726e+23,1.06952460565354e+23,4.25817718436505e+23,3.07076494269015e+23,1.04115275934712e+23,3.79806266478677e+23,1.02725237360478e+23,4.31826403814482e+23,1.99062435213424e+23
4.27628031160842e+23,1.77053743865879e+23,3.70847869497375e+23,2.92933252761268e+23,1.98450310388665e+23,3.76672787005898e+23,3.79206087755751e+23,8.10034498383433e+22,4.51789174384451e+23
3.9473744462222e+23,2.23223289854081e+23,1.51676004766653e+23,3.83452442760049e+23,3.36409566104991e+23,5.12140988947787e+23,3.88231699937706e+23,2.79469998833284e+23,2.57568644732471e+23
1.26349673551566e+23,2.47656667851324e+23,2.27024443396621e+23,4.85666523404503e+23,2.90038804659194e+23,2.4727858688947e+23,4.01292021944218e+23,3.4268651342385e+23,4.95047610290613e+23
1.73061580204783e+23,3.36908255933422e+23,2.1737743584978e+23,7.11586643948491e+22,2.25332115724528e+23,4.50489864676089e+23,2.07338701196004e+23,1.84649514309837e+23,4.43146229650097e+23
5.11427510305943e+23,2.9854961522381e+23,2.43030711347015e+23,2.60829271166504e+23,1.01937093864268e+23,1.60312840859389e+23,4.23803289168998e+23,2.40901970077689e+23,3.56760405414742e+23
3.81166855348126e+23,2.75764360555194e+23,6.07076981334783e+22,3.37452279515769e+23,2.34417070763904e+23,1.27444679939453e+23,3.66570644802247e+23,9.64142149644821e+22,4.5575593794079e+23
2.52369316650096e+23,2.81369820622759e+23,3.31598313629151e+23,2.6289445101765e+23,4.01350069130161e+23,4.79464218296156e+23,4.61899672919901e+23,2.49074576623557e+23,5.17285144141595e+23
5.11811456708473e+23,3.85351038821591e+23,2.62236965183715e+23,3.23505173623018e+23,5.16860006435931e+23,1.62990943481442e+23,1.09020556531703e+23,7.84829247526032e+22,1.55941516213935e+23
2.72992002753306e+23,1.67732789767996e+23,3.68931318356653e+23,1.01749621133025e+23,3.72203260724618e+23,3.89440907301341e+23,4.95584445541398e+23,2.99889691001771e+23,2.87973758802928e+23
2.87833528526671e+23,3.58522035103006e+23,5.15810239472232e+23,3.16480150545588e+23,4.10831217118198e+23,1.4991687117379e+23,3.11784006412387e+23,4.84640265885408e+23,2.71767622726653e+23
4.56770086514208e+23,2.84749306076396e+23,3.02427043871221e+23,1.58271626622838e+23,2.29372152947197e+23,4.42494404226539e+23,2.82203722160342e+23,1.30370256400656e+23,3.57270126268936e+23
4.20590054598736e+23,3.95769751852654e+23,2.65185340744984e+23,2.36580666287023e+23,4.92188244895901e+23,1.30729870725955e+23,4.29800617386022e+23,4.53419875324644e+23,2.90595929905038e+23
4.78580697308913e+23,4.77544170086767e+23,3.74298108904961e+23,2.48097556417812e+23,4.46494195176128e+23,1.88674615777647e+23,3.29020188581359e+23,3.17497350226225e+23,3.43439829368525e+23
2.25827879103839e+23,3.46155141311916e+23,8.0569378652793e+22,2.18125504580697e+23,1.14137688117063e+23,2.53401075870832e+23,5.94550664097151e+22,3.06283953050595e+23,6.21414114786313e+22
4.50130505489345e+23,9.71918139376325e+22,3.63308128122543e+23,2.05322073807912e+23,8.35044824202782e+22,3.4216019300017e+23,3.77591696510417e+23,2.74581288430325e+23,1.9256014490451e+23
3.37347484161687e+23,2.57832520510567e+23,2.86516961665306e+23,3.07514375945629e+23,3.4668979079475e+23,3.48092919750209e+23,4.17355122249534e+23,2.92094263851711e+23,4.81365212608836e+23
4.70370081452505e+23,3.81966584612264e+23,4.74385338167884e+23,1.90140625037158e+23,4.84387759992791e+23,4.02630268155958e+23,1.6485612272774e+23,1.36527946817786e+23,3.87301362903671e+23
1.73543514466758e+23,1.83389976902882e+23,1.51227471536084e+23,3.08389282825395e+23,1.53278197126464e+23,2.32979179454983e+23,1.54623614194444e+23,4.69082082713904e+23,1.32255064108623e+23
3.1026820575857e+23,3.49708150034536e+23,2.68658506032126e+23,3.43978702656921e+23,3.96244196233421e+23,2.06796839481717e+23,4.20188696612773e+23,3.22667455802109e+23,1.27309102550797e+23
1.10979648682672e+23,2.6146915386196e+23,4.65959800806916e+23,2.48545514866782e+23,5.39418797622109e+22,3.20592828403369e+23,2.37093413359993e+23,2.17600453328097e+23,8.15097699250599e+22
2.87287359020789e+23,3.40230115802998e+23,6.70173359047474e+22,6.15195394583398e+22,9.94668112520752e+22,9.78021480746283e+22,1.8801350798499e+23,5.05085748626238e+23,3.61949289091158e+23
4.78907606240391e+23,3.82706590877923e+23,2.72251751208558e+23,4.28635154451986e+23,4.28923564846291e+23,2.96317058168901e+23,6.60510380931444e+22,3.05739347121316e+23,9.67623277312605e+22
2.43688522385602e+23,1.55868017261234e+23,3.93296375407253e+23,4.57025058708057e+23,3.92772527535655e+23,1.81905435780169e+23,4.69533270112383e+23,4.06130271362208e+23,1.53749501225887e+23
1.93324021305033e+23,4.75297252831492e+23,2.26734634339664e+23,1.85692933250586e+23,5.06153626209024e+23,6.76310223128132e+22,3.55085252157832e+23,1.97691438797755e+23,1.39242852434787e+23
3.37997031751714e+23,3.39805142508371e+23,4.6407993664515e+23,4.90773299606574e+23,2.2014046531866e+23,2.71472694826629e+23,7.33932743774998e+22,4.2188105458825e+23,2.59057925379412e+23
2.73302511816382e+23,1.92004223779534e+23,4.05475215646621e+23,2.96437785782353e+23,3.27185834047817e+23,6.98782480968242e+22,9.8279101982704e+22,3.91629204136496e+23,2.75314944737318e+23
2.14492098213115e+23,3.61121202601239e+23,3.60198952088259e+23,3.50366078467485e+23,3.59444920751321e+23,4.0477220788756e+23,1.1825149854108e+23,6.63382142460443e+22,4.62646525816033e+23
2.08817603764416e+23,2.64886123914987e+23,2.31852054348488e+23,4.5802376236137e+23,1.95046308864937e+23,1.19540601693584e+23,1.16181323563132e+23,2.02669540851824e+23,1.08135627595114e+23
3.32124062220053e+23,9.91550540154893e+22,4.9241851254881e+23,4.12808726240843e+23,4.04409936143821e+23,2.70633855296413e+23,2.33533251240047e+23,4.87459669666306e+23,7.52838737922161e+22
3.52788606444026e+23,9.25635249658515e+22,1.44662456752885e+23,6.83874970862552e+22,3.17950896408969e+23,9.38742252912976e+22,1.47658248244694e+23,9.07033996667946e+22,3.44535107046348e+23
2.32037264939753e+23,4.93770125433042e+23,4.90132956488904e+23,5.00158276063411e+23,1.24243143975702e+23,3.2855338014347e+23,3.47034302788439e+23,1.38620798294554e+23,5.18404450279285e+23
3.80358787242938e+23,3.56143258509517e+23,1.75153656911831e+23,2.62334003431035e+23,8.86415501987027e+22,5.12769284070626e+23,6.48432625261629e+22,2.80818410097687e+23,4.1845067351914e+23
3.31041584219114e+23,3.63703874736131e+23,1.07580910142633e+23,5.10526506450833e+23,5.08933769938062e+23,2.4170985045385e+23,4.6800742057639e+23,2.21898929010244e+23,2.98897879563241e+23
4.47410896618025e+23,8.55593158624796e+22,8.02009079638469e+22,4.62069495239374e+23,1.42947145518738e+23,5.61741251610589e+22,2.49394783880017e+23,2.35294894588154e+23,3.55381386434506e+23
3.20835709445409e+23,1.49112079041413e+23,2.53805609516731e+23,2.42512474285775e+23,5.09947432601974e+23,3.22071297064741e+23,2.64221547102898e+23,4.16224978245039e+23,2.52509381317188e+23
2.78582231707458e+23,1.37070800857255e+23,2.01188613084511e+23,1.45703293998289e+23,2.03600913392246e+23,9.02201296637086e+22,4.21551762520875e+23,1.60894590820673e+23,3.96701242990672e+23
3.98430916003352e+23,4.72812184742809e+23,3.19603307291699e+23,5.01970908514617e+23,4.41744854674872e+23,2.63807696486442e+23,5.8274127878889e+22,3.58304123287143e+23,1.72562258789557e+23
2.51449556006004e+23,3.1886488674304e+23,3.04023594393284e+23,2.26121278772389e+23,3.55704772975926e+23,8.44713946082289e+22,1.66163367192203e+23,7.46248326166967e+22,1.22826007350406e+23
1.90531435133611e+23,4.83289176227161e+23,2.94146223507382e+23,1.33583459534157e+23,3.3000465711188e+23,7.62931869352489e+22,3.59185913494806e+23,2.41925669616089e+23,2.45664167442367e+23
1.14738580126834e+23,3.75141220620681e+23,4.44689928883487e+23,4.90983499539177e+23,4.21088030453257e+23,2.93725425083202e+23,1.74826152336341e+23,4.7184834014211e+23,2.51616622932512e+23
2.56961320622996e+23,3.97440478598907e+23,4.15238098947018e+23,8.25848498984091e+22,1.96687422782153e+23,4.18915912365554e+23,4.22458009388251e+23,2.04673716820149e+23,2.50530816349949e+23
1.56810101071928e+23,2.44174267550293e+23,1.76771829875971e+23,9.48096307997233e+22,1.89461848874162e+23,1.62556212192369e+23,4.08487537914475e+23,1.61850597943279e+23,6.58169109204059e+22
1.79795714862439e+23,1.71484488936058e+23,4.91821136985495e+23,4.37195594289767e+23,1.81369614839058e+23,1.12985653604573e+23,4.02752079567738e+23,2.16636835850943e+23,2.13952544877477e+23
1.55237896462291e+23,2.67273543954141e+23,1.99510734218589e+23,1.19295172696978e+23,3.99321890044764e+23,3.4502532585712e+23,1.37529721447072e+23,1.00599371580464e+23,4.99416130290854e+23
4.62958241861777e+23,4.64592523640795e+23,2.8279301697433e+23,5.46975421585052e+22,2.7364079122534e+23,3.02957393448621e+23,2.23711378964185e+23,1.16566496961255e+23,4.39975728683765e+23
1.50749803848463e+23,6.92805356198305e+22,1.11858522081655e+23,4.09320239964433e+23,2.20887979933639e+23,1.10237435123049e+23,2.38791424910167e+23,5.00861069066118e+23,1.70539486857374e+23
8.7428115605147e+22,4.19328280490205e+23,2.70901772552074e+23,4.37762070178392e+23,4.45243779859952e+23,4.38806558502764e+23,2.40199136388357e+23,1.47403701897892e+23,4.80126496215218e+23
4.67607359949583e+23,4.34486902746903e+23,5.13201179229703e+23,4.36547101652038e+23,4.70651611144082e+23,3.15031179605852e+23,3.60522120869965e+23,3.39484858599364e+23,4.10274340887501e+23
3.54561619876213e+23,2.82998596213343e+23,3.40999937639513e+23,1.34794207778392e+23,1.82703525385757e+23,3.91231862304422e+23,1.95485031996901e+23,1.05418176294212e+23,3.65174659792931e+23
1.17741525290838e+23,2.54817339100885e+23,3.51779877363853e+23,4.81873827595469e+23,1.29288160130349e+23,2.04092688625614e+23,2.67667614490101e+23,2.7434502604833e+23,2.45324918126752e+23
3.0918318342005e+23,1.29469112797192e+23,1.48751380559804e+23,4.06919063560921e+23,1.7853744647761e+23,4.17110996671285e+23,3.87679852472791e+23,1.46390105283607e+23,4.78237662977357e+23
1.59956115382409e+23,3.1292031295105e+23,4.55474652825915e+23,4.6075985599637e+23,7.90951242532358e+22,3.48656380539473e+23,1.51841213676158e+23,4.04123092428129e+23,3.02170126070604e+23
4.87145932855106e+23,4.30604235205712e+23,3.47424706054068e+23,1.91304029998121e+23,2.55481714814184e+23,2.02424916143692e+23,3.456012539318e+23,4.82319129120764e+23,3.12670682842931e+23
4.60362344704345e+23,3.0758989639268e+23,1.43524086023655e+23,2.12360300017039e+23,9.54963784334111e+22,2.7610325546638e+23,1.44949340470306e+23,2.94684302841547e+23,1.69594931882748e+23
2.83793430028528e+23,7.50138741731717e+22,3.73727813669895e+23,8.79105375733865e+22,2.28651831618015e+23,2.20436816182232e+23,2.06414533284978e+23,2.39224627067974e+23,4.98496823976857e+23
1.61356472343406e+23,2.13142572709349e+23,2.97775690912386e+23,3.4176096430083e+23,4.3752850522928e+23,4.45925727970728e+23,3.78917238885047e+23,1.20844321061877e+23,2.54076911603822e+23
2.46299705292776e+23,7.952545069108e+22,4.09818513601468e+23,7.16058584280065e+22,4.5736181421067e+23,6.87672357196599e+22,3.68324072322638e+23,8.18766232506711e+22,5.25884692289425e+22
4.32366101888069e+23,2.79824498251482e+23,3.86385116258281e+23,8.37025177618956e+22,3.03822475825619e+23,7.77454702252636e+22,3.89152435651664e+23,2.27423798135474e+23,5.07385073415522e+23
1.59030918499296e+23,2.88800907068487e+23,1.86268133654572e+23,2.0029618607635e+23,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.000560068757330855,0.000479321831496222,0.000168789675353142
0.000214194861603098,0.000132504565328341,0.00850592779333317,0.000185223054838549,0.000404543679339002,0.000121233437110935,0.000210066701446802,0.000216122883691363,0.000359425199691122
0.000212701644680828,0.000166862898944441,0.00104994849313305,0.000142741905778353,0.000171658840410798,0.000229517030683437,0.000172364166529886,0.000360235990829031,0.000168016526223361
0.000180598968571119,0.000350987220634292,0.000310495116031121,0.000218628957428788,0.000156237911492872,0.000125892927165794,0.000205848790600292,0.000999695586716142,0.000203620191633836
0.000135289753284091,0.0001470764290382,0.000200435439204454,0.0017603159146102,0.00015919104858759,0.000178290491863101,0.000252781498170503,0.000241997506637502,0.000189629444076996
