"S.c","I.c","R.c","S.m","I.m","R.m","p.c","p.m","time","auc.c","auc.m","max.c","max.m"
2.38198544007605e+47,2.68811776858746e+43,0,2.26157293028389e+45,0,0,0.000112839247384978,0,1001,0.0112839247384975,0,0.000112839247384979,0
1.94537141350198e+47,2.68811776858746e+43,0,4.73392515043966e+44,0,0,0.000138161091329319,0,1001,0.0138161091329319,0,0.000138161091329319,0
1.73274411251618e+47,2.68811776858746e+43,0,1.3387289494618e+45,0,0,0.000155112390156239,0,1001,0.0155112390156242,0,0.000155112390156239,0
7.51921375926877e+46,2.68811776858746e+43,0,1.89166871499741e+45,0,0,0.000357372086545513,0,1001,0.0357372086545524,0,0.000357372086545514,0
2.09791162918041e+47,2.68811776858746e+43,0,1.23476033426295e+45,0,0,0.000128116615526215,0,1001,0.0128116615526217,0,0.000128116615526215,0
8.04614663846076e+46,2.68811776858746e+43,0,2.61199737490879e+45,0,0,0.000333976016404983,0,1001,0.0333976016405,0,0.000333976016404984,0
2.35570866699219e+47,2.68811776858746e+43,0,7.2972515281876e+44,0,0,0.000114097770153217,0,1001,0.0114097770153219,0,0.000114097770153217,0
7.00987454316901e+46,2.68811776858746e+43,0,5.52078242684565e+44,0,0,0.000383328876840018,0,1001,0.0383328876840014,0,0.000383328876840018,0
2.27191631197819e+47,2.68811776858746e+43,0,2.53539843963384e+45,0,0,0.000118305403045023,0,1001,0.0118305403045023,0,0.000118305403045023,0
7.27973434991976e+46,2.68811776858746e+43,0,2.53233702605105e+45,0,0,0.000369124117766371,0,1001,0.0369124117766368,0,0.000369124117766371,0
2.40197186807595e+47,2.68811776858746e+43,0,1.13959989886294e+45,0,0,0.000111900434920291,0,1001,0.0111900434920291,0,0.000111900434920292,0
3.4401031084611e+45,2.68811776858746e+43,0,2.0148727481254e+45,0,0,0.007753475489717,0,1001,0.775347548971695,0,0.00775347548971701,0
2.26049909346225e+47,2.68811776858746e+43,0,6.33709097103984e+44,0,0,0.000118902863153622,0,1001,0.0118902863153618,0,0.000118902863153622,0
5.0144974110715e+46,2.68811776858746e+43,0,1.9790298196261e+45,0,0,0.000535782014265857,0,1001,0.0535782014265855,0,0.000535782014265859,0
1.6955295821505e+47,2.68811776858746e+43,0,1.69538532453457e+45,0,0,0.000158516353017763,0,1001,0.0158516353017766,0,0.000158516353017764,0
1.0558139733967e+47,2.68811776858746e+43,0,2.14690478597888e+45,0,0,0.000254536652460033,0,1001,0.0254536652460029,0,0.000254536652460034,0
1.89602779160948e+47,2.68811776858746e+43,0,2.28679396744848e+45,0,0,0.000141756187496571,0,1001,0.0141756187496571,0,0.000141756187496572,0
2.28148790436307e+47,2.68811776858746e+43,0,2.67804565570938e+45,0,0,0.000117809131428129,0,1001,0.0117809131428133,0,0.000117809131428129,0
1.14132287117821e+47,2.68811776858746e+43,0,1.01847342092677e+45,0,0,0.000235471036511858,0,1001,0.0235471036511861,0,0.000235471036511859,0
1.872107045808e+47,2.68811776858746e+43,0,1.98242401006479e+45,0,0,0.000143567209419951,0,1001,0.0143567209419948,0,0.000143567209419951,0
3.25899319687665e+46,2.68811776858746e+43,0,2.02220715557054e+45,0,0,0.000824150954453328,0,1001,0.0824150954453309,0,0.000824150954453331,0
9.6855407911e+46,2.68811776858746e+43,0,2.39067089236549e+45,0,0,0.000277462247627815,0,1001,0.0277462247627813,0,0.000277462247627816,0
2.21586059409574e+47,2.68811776858746e+43,0,1.92695556968251e+45,0,0,0.000121297870127264,0,1001,0.0121297870127264,0,0.000121297870127264,0
2.06170425012849e+47,2.68811776858746e+43,0,1.39622994420655e+45,0,0,0.000130366289368665,0,1001,0.0130366289368666,0,0.000130366289368665,0
3.28885872222221e+46,2.68811776858746e+43,0,1.39570103356309e+45,0,0,0.000816673102119662,0,1001,0.0816673102119658,0,0.000816673102119663,0
1.19841849872289e+47,2.68811776858746e+43,0,1.26977068801369e+45,0,0,0.000224255128509431,0,1001,0.0224255128509432,0,0.000224255128509431,0
1.62027782166577e+47,2.68811776858746e+43,0,5.89326428238625e+44,0,0,0.00016587722396343,0,1001,0.0165877223963431,0,0.00016587722396343,0
8.34853646899141e+46,2.68811776858746e+43,0,1.18605908075179e+45,0,0,0.000321883065251196,0,1001,0.0321883065251196,0,0.000321883065251196,0
1.18818348997504e+47,2.68811776858746e+43,0,1.51694680564909e+45,0,0,0.000226186424530872,0,1001,0.0226186424530868,0,0.000226186424530872,0
3.14210373895353e+46,2.68811776858746e+43,0,2.53693208961902e+45,0,0,0.000854784001949605,0,1001,0.0854784001949582,0,0.000854784001949606,0
1.38619770878397e+47,2.68811776858746e+43,0,3.21519467788663e+44,0,0,0.000193882631042551,0,1001,0.019388263104255,0,0.000193882631042551,0
2.19090862509695e+47,2.68811776858746e+43,0,2.29903733874462e+45,0,0,0.000122679146076944,0,1001,0.0122679146076945,0,0.000122679146076944,0
2.22420618003524e+47,2.68811776858746e+43,0,7.93424659328411e+44,0,0,0.0001208427956476,0,1001,0.01208427956476,0,0.0001208427956476,0
1.04252800611528e+47,2.68811776858746e+43,0,2.42775626382262e+45,0,0,0.000257779629019303,0,1001,0.0257779629019304,0,0.000257779629019303,0
2.37665189601168e+47,2.68811776858746e+43,0,2.0631226382362e+45,0,0,0.000113092446028141,0,1001,0.0113092446028142,0,0.000113092446028141,0
9.8154352549661e+46,2.68811776858746e+43,0,1.32886744952376e+45,0,0,0.00027379140254567,0,1001,0.0273791402545678,0,0.000273791402545671,0
4.21640324369215e+46,2.68811776858746e+43,0,9.37420481903506e+44,0,0,0.000637131917346481,0,1001,0.0637131917346494,0,0.000637131917346481,0
1.51867894655486e+47,2.68811776858746e+43,0,2.20612346953205e+45,0,0,0.000176972364838924,0,1001,0.0176972364838921,0,0.000176972364838924,0
2.94850757960976e+46,2.68811776858746e+43,0,1.68067550624354e+45,0,0,0.000910857172560736,0,1001,0.0910857172560711,0,0.000910857172560736,0
1.04933581899311e+47,2.68811776858746e+43,0,2.97554299082813e+44,0,0,0.000256107651374927,0,1001,0.0256107651374924,0,0.000256107651374928,0
1.87338516577775e+47,2.68811776858746e+43,0,1.50825559765312e+45,0,0,0.000143469274518651,0,1001,0.0143469274518648,0,0.000143469274518651,0
4.83186864599033e+46,2.68811776858746e+43,0,1.47009895667214e+45,0,0,0.000556021554806902,0,1001,0.05560215548069,0,0.000556021554806902,0
9.51443134989411e+46,2.68811776858746e+43,0,3.26974658651971e+44,0,0,0.000282450774913686,0,1001,0.0282450774913681,0,0.000282450774913686,0
1.26490654312948e+47,2.68811776858746e+43,0,2.34128754665719e+45,0,0,0.000212469975656968,0,1001,0.0212469975656973,0,0.000212469975656968,0
1.03667226414943e+47,2.68811776858746e+43,0,9.71331314347592e+44,0,0,0.000259235344321391,0,1001,0.0259235344321391,0,0.000259235344321391,0
2.03679152414389e+47,2.68811776858746e+43,0,2.15453754729115e+45,0,0,0.000131960635685954,0,1001,0.0131960635685955,0,0.000131960635685954,0
1.91951035637315e+47,2.68811776858746e+43,0,1.16432450832756e+45,0,0,0.000140022238660807,0,1001,0.0140022238660804,0,0.000140022238660807,0
2.14884225097255e+47,2.68811776858746e+43,0,1.13310964515947e+45,0,0,0.000125080449083375,0,1001,0.0125080449083375,0,0.000125080449083376,0
1.53260216010678e+47,2.68811776858746e+43,0,2.35303500451949e+45,0,0,0.000175364907933785,0,1001,0.017536490793379,0,0.000175364907933785,0
2.37152108115424e+47,2.68811776858746e+43,0,8.73338858055707e+44,0,0,0.000113337095187021,0,1001,0.0113337095187021,0,0.000113337095187021,0
3.71667874883805e+46,2.68811776858746e+43,0,2.1460054481627e+45,0,0,0.000722735310872938,0,1001,0.0722735310872942,0,0.000722735310872938,0
1.89947492658208e+47,2.68811776858746e+43,0,2.3253957974751e+45,0,0,0.000141498967166463,0,1001,0.0141498967166465,0,0.000141498967166464,0
1.90989741673702e+47,2.68811776858746e+43,0,1.26168152016776e+45,0,0,0.000140726902636051,0,1001,0.014072690263605,0,0.000140726902636051,0
7.56268443617437e+46,2.68811776858746e+43,0,1.4003449183525e+45,0,0,0.00035531862435333,0,1001,0.0355318624353345,0,0.000355318624353331,0
5.3899310521506e+46,2.68811776858746e+43,0,6.80265958037086e+44,0,0,0.000498480920659513,0,1001,0.0498480920659521,0,0.000498480920659515,0
1.74500477039643e+47,2.68811776858746e+43,0,8.76825234558611e+44,0,0,0.000154022715753257,0,1001,0.0154022715753257,0,0.000154022715753257,0
1.80534899334714e+47,2.68811776858746e+43,0,5.70075314065011e+44,0,0,0.000148875235997291,0,1001,0.0148875235997292,0,0.000148875235997291,0
3.45368888073876e+46,2.68811776858746e+43,0,2.28493796300968e+45,0,0,0.000777727015816948,0,1001,0.0777727015816971,0,0.000777727015816949,0
2.10622394654977e+47,2.68811776858746e+43,0,3.33793748549822e+44,0,0,0.000127611061465165,0,1001,0.0127611061465167,0,0.000127611061465165,0
8.76673795022242e+46,2.68811776858746e+43,0,2.28259411853358e+45,0,0,0.000306532918773244,0,1001,0.030653291877325,0,0.000306532918773244,0
1.0223838630637e+47,2.68811776858746e+43,0,1.72943258778351e+45,0,0,0.00026285735467387,0,1001,0.0262857354673862,0,0.00026285735467387,0
1.57774257653342e+47,2.68811776858746e+43,0,1.00029803108975e+45,0,0,0.0001703484390861,0,1001,0.0170348439086094,0,0.0001703484390861,0
1.08372538305498e+47,2.68811776858746e+43,0,2.23704922832032e+45,0,0,0.000247982671992488,0,1001,0.024798267199249,0,0.000247982671992488,0
4.20748502412723e+46,2.68811776858746e+43,0,1.68665367364378e+45,0,0,0.000638481525103505,0,1001,0.0638481525103494,0,0.000638481525103507,0
9.57927923527375e+46,2.68811776858746e+43,0,2.40292042817966e+45,0,0,0.000280539232659143,0,1001,0.0280539232659143,0,0.000280539232659143,0
1.09261271243502e+47,2.68811776858746e+43,0,9.13401655545613e+44,0,0,0.000245966073086099,0,1001,0.0245966073086104,0,0.000245966073086099,0
1.60276206395964e+47,2.68811776858746e+43,0,2.68396271582652e+45,0,0,0.000167689706372774,0,1001,0.0167689706372771,0,0.000167689706372775,0
8.85905178434023e+46,2.68811776858746e+43,0,2.1437662229947e+45,0,0,0.000303339727669932,0,1001,0.0303339727669938,0,0.000303339727669932,0
1.22321636513411e+47,2.68811776858746e+43,0,2.16559949927154e+45,0,0,0.000219709876287539,0,1001,0.0219709876287535,0,0.000219709876287539,0
5.43965574533922e+45,2.68811776858746e+43,0,1.43616537064811e+45,0,0,0.00491740530877068,0,1001,0.491740530877067,0,0.00491740530877069,0
1.31063316379278e+47,2.68811776858746e+43,0,2.46749823732464e+45,0,0,0.000205058640438723,0,1001,0.0205058640438729,0,0.000205058640438724,0
1.06990836462654e+47,2.68811776858746e+43,0,5.78183679963291e+44,0,0,0.000251184367211191,0,1001,0.0251184367211188,0,0.000251184367211191,0
2.75630884572582e+46,2.68811776858746e+43,0,2.15857491157492e+45,0,0,0.000974309795971222,0,1001,0.0974309795971244,0,0.000974309795971224,0
1.98193543526348e+47,2.68811776858746e+43,0,1.36505198883448e+45,0,0,0.000135612552167675,0,1001,0.0135612552167679,0,0.000135612552167675,0
1.07948775231808e+47,2.68811776858746e+43,0,2.62955949068282e+45,0,0,0.000248955908949779,0,1001,0.0248955908949773,0,0.000248955908949779,0
1.84857273548574e+47,2.68811776858746e+43,0,2.5646882726932e+45,0,0,0.000145394707976326,0,1001,0.014539470797633,0,0.000145394707976327,0
1.86041864881553e+47,2.68811776858746e+43,0,2.63257478483922e+45,0,0,0.000144469064553788,0,1001,0.0144469064553787,0,0.000144469064553788,0
2.31570114118312e+46,2.68811776858746e+43,0,1.53075808919772e+45,0,0,0.00115947645901488,0,1001,0.115947645901489,0,0.00115947645901488,0
1.30189525614632e+47,2.68811776858746e+43,0,1.55150086133134e+45,0,0,0.000206434644819738,0,1001,0.0206434644819744,0,0.000206434644819738,0
1.69331260562088e+47,2.68811776858746e+43,0,1.27911950287331e+45,0,0,0.000158723858267048,0,1001,0.0158723858267047,0,0.000158723858267048,0
1.77530883533716e+47,2.68811776858746e+43,0,1.03654254220365e+45,0,0,0.000151393985667518,0,1001,0.0151393985667516,0,0.000151393985667519,0
1.97052996270312e+47,2.68811776858746e+43,0,1.2434740471954e+45,0,0,0.000136397373663719,0,1001,0.0136397373663719,0,0.000136397373663719,0
2.28503385046889e+47,2.68811776858746e+43,0,2.25713333339614e+45,0,0,0.000117626335145729,0,1001,0.0117626335145729,0,0.00011762633514573,0
2.27112738581112e+47,2.68811776858746e+43,0,2.06713793966474e+45,0,0,0.000118346494171382,0,1001,0.0118346494171382,0,0.000118346494171382,0
1.68696975531525e+46,2.68811776858746e+43,0,2.61439548313825e+45,0,0,0.0015909242997704,0,1001,0.159092429977044,0,0.0015909242997704,0
1.78686100812849e+47,2.68811776858746e+43,0,2.52960468775384e+45,0,0,0.000150415360912607,0,1001,0.0150415360912608,0,0.000150415360912608,0
9.80116360345959e+46,2.68811776858746e+43,0,3.36641391063379e+44,0,0,0.000274189965844434,0,1001,0.0274189965844434,0,0.000274189965844435,0
1.39049226831081e+47,2.68811776858746e+43,0,1.51200371641497e+45,0,0,0.000193283936908703,0,1001,0.0193283936908708,0,0.000193283936908704,0
9.99149448505009e+46,2.68811776858746e+43,0,2.09219275913274e+45,0,0,0.000268968246370576,0,1001,0.026896824637058,0,0.000268968246370576,0
1.36237620370486e+47,2.68811776858746e+43,0,3.07287663162948e+44,0,0,0.000197272050904406,0,1001,0.0197272050904402,0,0.000197272050904407,0
5.41959332334091e+46,2.68811776858746e+43,0,1.34098982164793e+45,0,0,0.00049575401014917,0,1001,0.0495754010149163,0,0.00049575401014917,0
1.16110903530349e+47,2.68811776858746e+43,0,6.52027657980857e+44,0,0,0.000231459363147425,0,1001,0.0231459363147426,0,0.000231459363147425,0
1.93359695095591e+46,2.68811776858746e+43,0,1.81863609586711e+45,0,0,0.00138828616302775,0,1001,0.138828616302774,0,0.00138828616302775,0
2.17379442548574e+47,2.68811776858746e+43,0,1.93250683120799e+45,0,0,0.000123644874836857,0,1001,0.0123644874836857,0,0.000123644874836857,0
2.00563575840318e+47,2.68811776858746e+43,0,7.05401347349021e+44,0,0,0.000134010251960599,0,1001,0.0134010251960603,0,0.0001340102519606,0
5.02992753496501e+45,2.68811776858746e+43,0,5.68033352272498e+44,0,0,0.00531583835050444,0,1001,0.531583835050441,0,0.00531583835050445,0
6.42150689069068e+46,2.68811776858746e+43,0,1.66685233928151e+45,0,0,0.000418436514621332,0,1001,0.0418436514621341,0,0.000418436514621333,0
1.54415476181063e+47,2.68811776858746e+43,0,1.83540333339288e+45,0,0,0.00017405314283978,0,1001,0.0174053142839776,0,0.00017405314283978,0
2.31678640111173e+47,2.68811776858746e+43,0,8.14807819899769e+44,0,0,0.000116014402834893,0,1001,0.011601440283489,0,0.000116014402834893,0
5.48392299869517e+46,2.68811776858746e+43,0,2.17632457336457e+45,0,0,0.000489941370278855,0,1001,0.0489941370278864,0,0.000489941370278856,0
1.94001490166849e+47,2.68811776858746e+43,0,2.21016488972729e+45,0,0,0.000138542510559664,0,1001,0.0138542510559665,0,0.000138542510559664,0
1.23564754303014e+47,2.68811776858746e+43,0,2.03999823517575e+45,0,0,0.000217499975474249,0,1001,0.0217499975474249,0,0.000217499975474249,0
5.67796389846012e+46,2.68811776858746e+43,0,1.13492778708839e+45,0,0,0.000473205850474195,0,1001,0.0473205850474194,0,0.000473205850474196,0
1.58997509318534e+47,2.68811776858746e+43,0,1.73678440113278e+45,0,0,0.000169038080271803,0,1001,0.0169038080271804,0,0.000169038080271804,0
1.09145166187219e+47,2.68811776858746e+43,0,1.82449377953316e+45,0,0,0.000246227659320382,0,1001,0.0246227659320377,0,0.000246227659320382,0
7.88851777020652e+46,2.68811776858746e+43,0,3.74734334455679e+44,0,0,0.000340647273274634,0,1001,0.034064727327463,0,0.000340647273274634,0
9.20775981528971e+46,2.68811776858746e+43,0,2.19560881099486e+45,0,0,0.000291855270028639,0,1001,0.0291855270028645,0,0.00029185527002864,0
1.23115856623511e+47,2.68811776858746e+43,0,1.87520341606218e+45,0,0,0.000218292837773932,0,1001,0.021829283777393,0,0.000218292837773932,0
5.24253376763042e+46,2.68811776858746e+43,0,4.41336940394042e+44,0,0,0.000512488856967195,0,1001,0.0512488856967206,0,0.000512488856967196,0
2.02034094788116e+47,2.68811776858746e+43,0,2.11050090919589e+45,0,0,0.000133034978958154,0,1001,0.0133034978958153,0,0.000133034978958154,0
4.31833215658838e+46,2.68811776858746e+43,0,2.52251254054294e+45,0,0,0.000622102558634138,0,1001,0.0622102558634143,0,0.000622102558634139,0
2.11177728833353e+47,2.68811776858746e+43,0,2.94575153484929e+44,0,0,0.000127275525304441,0,1001,0.012727552530444,0,0.000127275525304441,0
4.08333543538393e+46,2.68811776858746e+43,0,1.32137378007885e+45,0,0,0.000657881124183309,0,1001,0.0657881124183319,0,0.000657881124183311,0
2.33092715922143e+47,2.68811776858746e+43,0,9.8335414958915e+44,0,0,0.000115310673235092,0,1001,0.0115310673235092,0,0.000115310673235092,0
2.23904705669115e+47,2.68811776858746e+43,0,1.21259716771433e+45,0,0,0.000120041920232829,0,1001,0.0120041920232832,0,0.00012004192023283,0
1.70719119286531e+47,2.68811776858746e+43,0,1.10150039908683e+45,0,0,0.000157433717995099,0,1001,0.0157433717995099,0,0.000157433717995099,0
2.18361594641532e+47,2.68811776858746e+43,0,2.7559632954137e+44,0,0,0.000123088810364366,0,1001,0.0123088810364362,0,0.000123088810364366,0
1.96515994669299e+46,2.68811776858746e+43,0,2.27919057636226e+45,0,0,0.00136601896108425,0,1001,0.136601896108424,0,0.00136601896108425,0
1.94086271680517e+47,2.68811776858746e+43,0,5.20272116107062e+44,0,0,0.000138482000266674,0,1001,0.0138482000266675,0,0.000138482000266674,0
1.36432093923775e+47,2.68811776858746e+43,0,1.95171219010155e+45,0,0,0.000196990910021769,0,1001,0.0196990910021766,0,0.000196990910021769,0
2.28788693871844e+47,2.68811776858746e+43,0,1.8542243688607e+45,0,0,0.000117479667544728,0,1001,0.0117479667544726,0,0.000117479667544728,0
2.08766261721277e+47,2.68811776858746e+43,0,1.99479839208148e+45,0,0,0.000128745500511397,0,1001,0.0128745500511398,0,0.000128745500511397,0
4.15006759497743e+46,2.68811776858746e+43,0,4.28935565771522e+44,0,0,0.000647309390325282,0,1001,0.0647309390325255,0,0.000647309390325284,0
7.96959897571996e+46,2.68811776858746e+43,0,2.13373277153135e+45,0,0,0.000337182760362833,0,1001,0.033718276036284,0,0.000337182760362834,0
1.74358100031512e+47,2.68811776858746e+43,0,1.98981278930711e+45,0,0,0.000154148467944192,0,1001,0.0154148467944193,0,0.000154148467944193,0
8.92470836143363e+46,2.68811776858746e+43,0,9.69989183588626e+44,0,0,0.000301108814294274,0,1001,0.0301108814294269,0,0.000301108814294275,0
1.73768916104318e+47,2.68811776858746e+43,0,1.1975753026413e+45,0,0,0.00015467104559644,0,1001,0.0154671045596437,0,0.00015467104559644,0
2.53196533601521e+45,2.68811776858746e+43,0,2.21491432250853e+45,0,0,0.0105051934697693,0,1001,1.05051934697696,0,0.0105051934697693,0
1.54873130688293e+47,2.68811776858746e+43,0,5.12657629857689e+44,0,0,0.00017353890010759,0,1001,0.0173538900107593,0,0.00017353890010759,0
1.44401522143978e+46,2.68811776858746e+43,0,1.38905502181161e+45,0,0,0.00185809882077025,0,1001,0.185809882077024,0,0.00185809882077025,0
1.08867172077739e+47,2.68811776858746e+43,0,1.20729704101818e+45,0,0,0.000246856250476978,0,1001,0.0246856250476979,0,0.000246856250476978,0
1.31603443420213e+47,2.68811776858746e+43,0,1.72659753840893e+45,0,0,0.000204217210342605,0,1001,0.0204217210342605,0,0.000204217210342605,0
1.50145745671667e+47,2.68811776858746e+43,0,1.08648014536385e+45,0,0,0.00017900184773914,0,1001,0.0179001847739135,0,0.00017900184773914,0
4.30024118501376e+46,2.68811776858746e+43,0,5.51211443319461e+44,0,0,0.000624718088407652,0,1001,0.0624718088407654,0,0.000624718088407653,0
1.82046455455613e+47,2.68811776858746e+43,0,2.50747882377811e+45,0,0,0.000147639287459284,0,1001,0.0147639287459285,0,0.000147639287459284,0
2.07156420722828e+46,2.68811776858746e+43,0,6.87431290886271e+44,0,0,0.00129594540461297,0,1001,0.129594540461298,0,0.00129594540461297,0
1.70803383663353e+47,2.68811776858746e+43,0,8.00095743980805e+44,0,0,0.000157356061649193,0,1001,0.0157356061649194,0,0.000157356061649194,0
3.16065510918881e+46,2.68811776858746e+43,0,4.75078703622143e+44,0,0,0.000849771136334443,0,1001,0.0849771136334461,0,0.000849771136334444,0
3.78677157578374e+46,2.68811776858746e+43,0,5.49148950597524e+44,0,0,0.000709367030123376,0,1001,0.070936703012336,0,0.000709367030123377,0
6.84761197897611e+46,2.68811776858746e+43,0,1.10772894134381e+45,0,0,0.000392408760291372,0,1001,0.0392408760291367,0,0.000392408760291373,0
5.87587373515373e+46,2.68811776858746e+43,0,1.91991471833015e+45,0,0,0.000457274727363999,0,1001,0.0457274727364005,0,0.000457274727363999,0
1.97459691997986e+47,2.68811776858746e+43,0,2.31604449502274e+45,0,0,0.000136116482521385,0,1001,0.0136116482521387,0,0.000136116482521385,0
