"S.c","I.c","R.c","S.m","I.m","R.m","p.c","p.m","time","auc.c","auc.m","max.c","max.m"
691.166290512805,54.1290052753779,28.3122271945517,68.1088706213505,25.4899304817136,20.3592203340512,0.0699695952628242,0.223678247132253,2001,0.830528299361845,2.70432674377912,0.0707631121561758,0.225402829779756
540.644023632365,77.5031126978121,31.9091317348133,174.578492072963,19.6088317029675,18.8987038088105,0.119225237114495,0.0920230759624509,2001,2.3131417031957,1.73092812797086,0.185722366499756,0.106879108751792
3110.42434336621,0.0520219890852642,0.0164826567938441,203.072032250075,0.0146219686354909,0.015375339456689,1.67246772865951e-05,7.19932177305162e-05,2001,0.00193936833263342,0.0056245725116657,0.000334464912624538,0.000521807170253881
1292.57538875765,442.149728686084,267.489752660215,11.1284488286705,80.7089085653669,22.2703643823655,0.220830309118186,0.707304530393817,2001,4.18185663478653,13.3046771577829,0.273828269516088,0.809440031999443
1883.73502369489,985.270550906686,1089.93472133108,113.404961434946,3.0042815785282,1.94977760324225,0.248872293406126,0.0253827850456535,2001,4.12054276475419,0.388127351719248,0.299623687498475,0.0264202809211535
41.2033159593144,3.92437326651107,15.4894615753626,258.957813643566,41.1300937491776,39.8071502479634,0.0647403121829698,0.121008213637089,2001,1.29049194161178,2.15931780490519,0.0896723127978228,0.148451822959581
2910.52191996389,27.01185617285,2.15015182150813,237.353094577217,1.51269255189125,2.40882387860415,0.00918869403473965,0.00626958860517195,2001,0.0542415547008162,0.0369382731189241,0.00918869403473965,0.00626958860517195
523.246454827609,0.000366406296649074,0.000156518567188441,122.096612890774,0.0022827010289471,0.000690260093502068,7.00254969886146e-07,1.86954035349142e-05,2001,0.00198549648404175,0.0155919065574164,0.000807086411406799,0.00263547543953334
1796.3135438407,2.37435377683944e-07,4.39910587185196e-07,286.033008347913,1.36689320978505e-07,0.00468136249442852,1.32179250336637e-10,4.77871713519896e-10,2001,0.000500325206948725,0.000630070591244147,0.000240243871211212,0.000190018543293527
2093.28881566855,122.224235574971,275.059065921911,182.983392680494,32.3168840062995,32.7654981423571,0.0490747626750425,0.130275464354391,2001,0.546344512682253,1.38871820851386,0.054054990987694,0.138592787697384
2107.11767151089,198.536502547344,27.3333315108134,129.878752009365,25.9139918540133,52.1596153062774,0.0850996853062521,0.124615041432984,2001,0.467517170760914,0.751945591191429,0.0850996853062521,0.124615041432984
659.485479619527,147.846391608279,558.046924135136,9.0825506520256,13.0700920763763,2.48699447749816,0.108282325835432,0.530449858784714,2001,2.25509687221597,9.5965617449574,0.250484454861602,0.688893579950939
